state_rank,neet_rank,neet_roll_no,gender,category,PH,score
47306,1332867,4208080066,Female,OBC-(NCL) As Per Central List,No,135
47307,1332929,4207050305,Female,OBC-(NCL) As Per Central List,No,135
47308,1332964,4202020158,Female,SC,No,135
47309,1332966,4221020252,Female,General,No,135
47310,1333018,4207060102,Female,SC,No,135
47311,1333137,4201350022,Female,SC,No,135
47312,1333162,4208100164,Male,ST,No,135
47313,1333208,4203030618,Female,ST,No,135
47314,1333279,4205020532,Female,SC,No,135
47315,1333284,4221090237,Female,OBC-(NCL) As Per Central List,No,135
47316,1333320,4207010574,Female,SC,No,135
47317,1333377,4207040118,Female,General,No,135
47318,1333424,4213010019,Male,OBC-(NCL) As Per Central List,No,135
47319,1333441,4203030605,Male,OBC-(NCL) As Per Central List,No,135
47320,1333446,4217040159,Female,General,No,135
47321,1333452,4207090238,Female,OBC-(NCL) As Per Central List,No,135
47322,1333459,4201010750,Female,SC,No,135
47323,1333469,4206020105,Female,Gen-EWS,No,135
47324,1333545,4205060248,Male,OBC-(NCL) As Per Central List,No,135
47325,1333652,4207010057,Female,Gen-EWS,No,135
47326,1333686,4201350340,Male,General,No,135
47327,1333741,4206020064,Female,SC,No,135
47328,1333788,4220060085,Female,SC,No,135
47329,1333905,4207050077,Female,OBC-(NCL) As Per Central List,No,135
47330,1333968,4203050033,Female,SC,No,135
47331,1334000,4201090324,Female,OBC-(NCL) As Per Central List,No,135
47332,1334030,4206030469,Female,OBC-(NCL) As Per Central List,No,135
47333,1334066,4219090163,Male,General,No,135
47334,1334088,4222020447,Female,OBC-(NCL) As Per Central List,No,135
47335,1334128,4207030128,Female,OBC-(NCL) As Per Central List,No,135
47336,1334147,4201320548,Female,OBC-(NCL) As Per Central List,No,135
47337,1334257,4203030387,Female,SC,No,135
47338,1334268,4220070218,Male,SC,No,135
47339,1334329,4208020883,Female,SC,No,135
47340,1334342,4201220197,Female,OBC-(NCL) As Per Central List,No,135
47341,1334351,4212030120,Male,OBC-(NCL) As Per Central List,No,135
47342,1334375,4212030248,Female,OBC-(NCL) As Per Central List,No,135
47343,1334412,4206050182,Female,OBC-(NCL) As Per Central List,No,135
47344,1334461,4201050676,Female,OBC-(NCL) As Per Central List,No,135
47345,1334501,4212020302,Female,General,No,135
47346,1334517,4201030428,Male,OBC-(NCL) As Per Central List,No,135
47347,1334529,4202030681,Male,General,No,135
47348,1334582,4209030458,Female,Gen-EWS,No,135
47349,1334600,4201130152,Female,SC,No,135
47350,1334618,2705170226,Female,OBC-(NCL) As Per Central List,No,135
47351,1334634,4201030874,Female,Gen-EWS,No,135
47352,1334636,4217010324,Male,OBC-(NCL) As Per Central List,No,135
47353,1334642,4201290596,Female,OBC-(NCL) As Per Central List,No,135
47354,1334699,4201420133,Female,Gen-EWS,No,135
47355,1334883,4206080061,Female,ST,No,135
47356,1334942,4221040009,Female,Gen-EWS,No,135
47357,1334949,4207070027,Male,OBC-(NCL) As Per Central List,No,135
47358,1334955,4201460093,Female,SC,No,135
47359,1335055,4201240192,Female,General,No,135
47360,1335101,4221040186,Female,OBC-(NCL) As Per Central List,No,135
47361,1335108,4201450349,Male,OBC-(NCL) As Per Central List,No,135
47362,1335132,4222010127,Female,SC,No,135
47363,1335191,1203010834,Female,General,No,135
47364,1335204,4201100084,Female,OBC-(NCL) As Per Central List,No,135
47365,1335254,4201060137,Female,General,No,135
47366,1335370,4201020004,Male,OBC-(NCL) As Per Central List,No,135
47367,1335379,4201290121,Female,General,No,135
47368,1335414,4408230526,Male,General,No,135
47369,1335421,4205020167,Female,OBC-(NCL) As Per Central List,No,135
47370,1335434,4201010555,Female,General,No,135
47371,1335485,4201070457,Male,General,No,135
47372,1335546,4217050015,Female,OBC-(NCL) As Per Central List,No,135
47373,1335715,4201320600,Female,Gen-EWS,No,135
47374,1335738,4205060430,Male,SC,No,135
47375,1335768,4207050166,Female,OBC-(NCL) As Per Central List,No,135
47376,1335776,4223030240,Female,ST,No,135
47377,1335805,4205020134,Male,General,No,135
47378,1335809,4208040418,Male,OBC-(NCL) As Per Central List,No,135
47379,1335872,4209010020,Male,ST,No,135
47380,1335908,3009030185,Male,OBC-(NCL) As Per Central List,No,135
47381,1335948,4204010376,Male,SC,No,135
47382,1335957,4219030005,Male,OBC-(NCL) As Per Central List,No,135
47383,1336021,4201320405,Female,General,No,135
47384,1336030,4201020298,Female,OBC-(NCL) As Per Central List,No,135
47385,1336033,4212020179,Female,OBC-(NCL) As Per Central List,No,135
47386,1336119,4201120328,Female,General,No,135
47387,1336256,4203030485,Female,OBC-(NCL) As Per Central List,No,135
47388,1336270,4201210246,Female,SC,No,135
47389,1336313,4202010466,Male,OBC-(NCL) As Per Central List,No,135
47390,1336361,4211010176,Female,Gen-EWS,No,135
47391,1336380,4211010208,Female,SC,No,135
47392,1336472,4215010204,Female,General,No,135
47393,1336476,4205060388,Female,OBC-(NCL) As Per Central List,No,135
47394,1336532,4220020330,Female,SC,No,135
47395,1336542,4209030088,Female,General,No,135
47396,1336579,4201310236,Female,OBC-(NCL) As Per Central List,No,135
47397,1336622,4207020572,Female,OBC-(NCL) As Per Central List,No,135
47398,1336632,4221060281,Female,General,No,135
47399,1336658,4201350058,Female,Gen-EWS,No,135
47400,1336683,4201120029,Female,OBC-(NCL) As Per Central List,No,135
47401,1336693,4221010025,Male,OBC-(NCL) As Per Central List,No,135
47402,1336868,4219070034,Female,SC,No,135
47403,1336891,4201120381,Female,General,No,135
47404,1336909,4220050151,Male,OBC-(NCL) As Per Central List,No,135
47405,1336916,4201440008,Male,General,No,135
47406,1336918,4201380414,Male,OBC-(NCL) As Per Central List,No,135
47407,1337002,4201230248,Female,General,No,135
47408,1337036,4212010142,Male,OBC-(NCL) As Per Central List,No,135
47409,1337091,4209010105,Female,Gen-EWS,No,135
47410,1337095,4602040130,Male,OBC-(NCL) As Per Central List,No,135
47411,1337185,4201310352,Female,OBC-(NCL) As Per Central List,No,135
47412,1337220,4206060159,Female,OBC-(NCL) As Per Central List,No,135
47413,1337305,4201470075,Female,OBC-(NCL) As Per Central List,No,135
47414,1337361,4201360039,Female,General,No,135
47415,1337399,4207020364,Female,OBC-(NCL) As Per Central List,No,135
47416,1337457,1201020123,Female,SC,No,135
47417,1337561,4221010335,Female,OBC-(NCL) As Per Central List,No,135
47418,1337595,4201070027,Female,OBC-(NCL) As Per Central List,No,135
47419,1337677,4209030107,Male,OBC-(NCL) As Per Central List,No,135
47420,1337680,4207010428,Female,OBC-(NCL) As Per Central List,No,135
47421,1337682,4204020235,Female,SC,No,135
47422,1337683,4201340306,Male,SC,No,135
47423,1337695,4215020281,Female,SC,No,135
47424,1337726,4201100479,Male,General,No,135
47425,1337736,4210010306,Female,OBC-(NCL) As Per Central List,No,135
47426,1337762,4212030132,Female,Gen-EWS,No,135
47427,1337783,4203010466,Male,ST,No,135
47428,1337850,4201310182,Female,OBC-(NCL) As Per Central List,No,135
47429,1337853,4202020127,Female,General,No,135
47430,1337933,4201280674,Female,General,No,135
47431,1337972,4217010117,Female,ST,No,135
47432,1337974,4223030267,Female,ST,No,135
47433,1337988,4201150518,Female,SC,No,135
47434,1337999,4208040337,Female,OBC-(NCL) As Per Central List,No,135
47435,1338001,4202050313,Female,SC,No,135
47436,1338056,4220010014,Female,OBC-(NCL) As Per Central List,No,135
47437,1338058,4201330279,Female,Gen-EWS,No,135
47438,1338091,4205020459,Male,General,No,135
47439,1338103,4201470158,Female,Gen-EWS,No,135
47440,1338137,4208060342,Female,OBC-(NCL) As Per Central List,No,135
47441,1338208,4201300108,Male,General,No,135
47442,1338211,4219020066,Female,OBC-(NCL) As Per Central List,No,135
47443,1338516,4201330241,Female,OBC-(NCL) As Per Central List,No,135
47444,1338536,4219070173,Female,SC,No,135
47445,1338673,4201470204,Female,General,No,135
47446,1338765,4209010001,Female,SC,No,135
47447,1338791,4201400142,Male,SC,No,135
47448,1338816,4220030113,Female,OBC-(NCL) As Per Central List,No,135
47449,1338843,4206010236,Female,OBC-(NCL) As Per Central List,No,135
47450,1338865,4201030999,Male,OBC-(NCL) As Per Central List,No,135
47451,1338887,4201350110,Male,OBC-(NCL) As Per Central List,No,135
47452,1339132,4207020257,Female,OBC-(NCL) As Per Central List,No,135
47453,1339289,4201011030,Female,General,No,135
47454,1339446,4216020066,Female,SC,No,135
47455,1339498,4201360402,Female,General,No,135
47456,1339527,4209020251,Female,ST,No,135
47457,1339683,4201430356,Female,OBC-(NCL) As Per Central List,No,135
47458,1339763,4221050054,Female,OBC-(NCL) As Per Central List,No,135
47459,1339788,4220060086,Male,SC,No,135
47460,1339844,4224010157,Female,SC,No,135
47461,1339848,4201290648,Female,OBC-(NCL) As Per Central List,No,135
47462,1339870,4212040106,Male,General,No,135
47463,1339964,4201210192,Female,OBC-(NCL) As Per Central List,No,135
47464,1340125,4209010227,Male,Gen-EWS,No,135
47465,1340136,4221030253,Male,ST,No,135
47466,1340213,4201040249,Male,OBC-(NCL) As Per Central List,No,135
47467,1340231,1205260295,Male,OBC-(NCL) As Per Central List,No,134
47468,1340253,4206030348,Female,ST,No,134
47469,1340272,4221060092,Female,OBC-(NCL) As Per Central List,No,134
47470,1340282,4203020459,Female,ST,No,134
47471,1340338,4201130118,Female,OBC-(NCL) As Per Central List,No,134
47472,1340363,4206040274,Male,OBC-(NCL) As Per Central List,No,134
47473,1340366,4217010293,Female,OBC-(NCL) As Per Central List,No,134
47474,1340386,4205050441,Female,OBC-(NCL) As Per Central List,No,134
47475,1340394,4216010464,Female,General,No,134
47476,1340432,4201020937,Female,OBC-(NCL) As Per Central List,No,134
47477,1340441,4214020227,Male,SC,No,134
47478,1340444,4201400152,Female,General,No,134
47479,1340554,4201340196,Female,General,No,134
47480,1340558,4201250114,Male,General,Yes,134
47481,1340566,4201480110,Female,OBC-(NCL) As Per Central List,No,134
47482,1340573,4217050057,Female,SC,No,134
47483,1340582,4223030135,Female,OBC-(NCL) As Per Central List,No,134
47484,1340598,4201210032,Male,OBC-(NCL) As Per Central List,No,134
47485,1340601,4201200163,Female,General,No,134
47486,1340603,4201030217,Female,SC,No,134
47487,1340616,4207060179,Female,ST,No,134
47488,1340620,4201430001,Female,OBC-(NCL) As Per Central List,No,134
47489,1340624,4202050118,Female,OBC-(NCL) As Per Central List,No,134
47490,1340643,4206040317,Male,ST,No,134
47491,1340663,4205050487,Female,OBC-(NCL) As Per Central List,No,134
47492,1340680,4205060511,Male,OBC-(NCL) As Per Central List,No,134
47493,1340692,4221010311,Female,OBC-(NCL) As Per Central List,No,134
47494,1340696,4221040129,Female,OBC-(NCL) As Per Central List,No,134
47495,1340701,4203011126,Female,ST,No,134
47496,1340749,4206070215,Female,SC,No,134
47497,1340759,4201020045,Male,General,No,134
47498,1340767,4215020428,Female,ST,No,134
47499,1340781,4201180322,Female,General,No,134
47500,1340782,4202010263,Female,SC,No,134
47501,1340815,4201050051,Female,Gen-EWS,No,134
47502,1340840,4203040112,Female,SC,No,134
47503,1340865,4201460232,Female,SC,No,134
47504,1340893,4220030115,Male,ST,No,134
47505,1340907,4203020610,Male,ST,No,134
47506,1340947,4213010096,Female,OBC-(NCL) As Per Central List,No,134
47507,1340967,4207040437,Male,OBC-(NCL) As Per Central List,No,134
47508,1340977,4218010096,Female,OBC-(NCL) As Per Central List,No,134
47509,1340984,4201160392,Male,OBC-(NCL) As Per Central List,No,134
47510,1340999,4208030495,Female,OBC-(NCL) As Per Central List,No,134
47511,1341011,4207020458,Female,OBC-(NCL) As Per Central List,No,134
47512,1341023,4202050250,Female,Gen-EWS,No,134
47513,1341056,4201340462,Female,OBC-(NCL) As Per Central List,No,134
47514,1341144,4201240247,Female,Gen-EWS,No,134
47515,1341156,4207040302,Female,ST,No,134
47516,1341158,4201030542,Female,SC,No,134
47517,1341187,4208030627,Female,OBC-(NCL) As Per Central List,No,134
47518,1341199,4201270932,Female,SC,No,134
47519,1341215,3112120038,Male,Gen-EWS,No,134
47520,1341269,4203010616,Female,ST,No,134
47521,1341278,4201370113,Female,OBC-(NCL) As Per Central List,No,134
47522,1341284,4206020415,Male,SC,No,134
47523,1341319,4219100157,Female,Gen-EWS,No,134
47524,1341332,4201050842,Female,OBC-(NCL) As Per Central List,No,134
47525,1341342,4207040003,Female,ST,No,134
47526,1341359,4212010126,Female,SC,No,134
47527,1341473,4201500023,Female,OBC-(NCL) As Per Central List,No,134
47528,1341511,4207020200,Female,OBC-(NCL) As Per Central List,No,134
47529,1341585,4208010607,Male,ST,No,134
47530,1341613,4201010023,Female,General,No,134
47531,1341621,4203040154,Male,ST,No,134
47532,1341627,4201340184,Female,SC,No,134
47533,1341662,4202020050,Female,OBC-(NCL) As Per Central List,No,134
47534,1341681,4201230072,Male,SC,No,134
47535,1341736,4201020908,Male,OBC-(NCL) As Per Central List,Yes,134
47536,1341749,4207070018,Female,SC,No,134
47537,1341750,4201450302,Male,SC,No,134
47538,1341767,4207010702,Female,OBC-(NCL) As Per Central List,No,134
47539,1341785,4207050056,Female,SC,No,134
47540,1341791,4224030102,Female,OBC-(NCL) As Per Central List,No,134
47541,1341796,4205010629,Male,SC,No,134
47542,1341839,4215020357,Female,General,No,134
47543,1341859,4201370106,Female,General,No,134
47544,1341861,4206030302,Female,OBC-(NCL) As Per Central List,No,134
47545,1341870,4202030294,Female,General,No,134
47546,1341879,4205011133,Male,OBC-(NCL) As Per Central List,No,134
47547,1341890,4202050750,Female,General,No,134
47548,1341895,4219010616,Female,SC,No,134
47549,1341907,4201440006,Female,OBC-(NCL) As Per Central List,No,134
47550,1341924,4201020483,Female,OBC-(NCL) As Per Central List,No,134
47551,1341942,4201270118,Female,General,No,134
47552,1341962,4203010096,Female,OBC-(NCL) As Per Central List,No,134
47553,1341990,4201060463,Male,ST,No,134
47554,1342033,4201010475,Male,OBC-(NCL) As Per Central List,No,134
47555,1342046,4217010030,Female,OBC-(NCL) As Per Central List,No,134
47556,1342062,4201290256,Female,SC,No,134
47557,1342064,4219040077,Female,General,No,134
47558,1342066,4201160309,Female,General,No,134
47559,1342085,4205020539,Female,SC,No,134
47560,1342097,4209010262,Female,OBC-(NCL) As Per Central List,No,134
47561,1342114,4201470323,Female,ST,No,134
47562,1342125,4201080629,Female,SC,No,134
47563,1342159,4201080292,Male,SC,No,134
47564,1342186,4219060079,Female,General,No,134
47565,1342200,4201110362,Female,OBC-(NCL) As Per Central List,No,134
47566,1342201,4206050100,Male,OBC-(NCL) As Per Central List,No,134
47567,1342208,4204010228,Female,ST,No,134
47568,1342209,4219020420,Female,OBC-(NCL) As Per Central List,No,134
47569,1342215,4221050263,Female,General,No,134
47570,1342312,4202040348,Female,OBC-(NCL) As Per Central List,No,134
47571,1342334,4604020848,Female,OBC-(NCL) As Per Central List,No,134
47572,1342347,4201020349,Male,General,No,134
47573,1342393,4205040235,Female,SC,No,134
47574,1342411,4201050036,Female,SC,No,134
47575,1342434,4221030027,Male,SC,No,134
47576,1342484,4223010387,Female,SC,No,134
47577,1342490,4221030195,Female,ST,No,134
47578,1342492,4203020669,Male,OBC-(NCL) As Per Central List,No,134
47579,1342513,4201400281,Male,OBC-(NCL) As Per Central List,No,134
47580,1342545,4205080340,Female,SC,No,134
47581,1342561,4224040297,Female,SC,No,134
47582,1342576,4207080008,Male,General,No,134
47583,1342578,4201360341,Female,OBC-(NCL) As Per Central List,No,134
47584,1342619,4201120529,Female,General,No,134
47585,1342712,4201390421,Female,OBC-(NCL) As Per Central List,No,134
47586,1342760,4201120059,Female,General,No,134
47587,1342795,4213010365,Female,OBC-(NCL) As Per Central List,No,134
47588,1342796,4219060217,Male,OBC-(NCL) As Per Central List,No,134
47589,1342818,4208030695,Female,OBC-(NCL) As Per Central List,No,134
47590,1342828,4206020420,Female,SC,No,134
47591,1342885,4209030183,Female,ST,No,134
47592,1342914,4201140509,Female,ST,No,134
47593,1343018,4203010906,Female,ST,No,134
47594,1343041,4224030171,Female,OBC-(NCL) As Per Central List,No,134
47595,1343094,4201120101,Female,OBC-(NCL) As Per Central List,No,134
47596,1343185,4223010249,Female,ST,No,134
47597,1343208,4201280668,Female,OBC-(NCL) As Per Central List,No,134
47598,1343228,4205040218,Male,OBC-(NCL) As Per Central List,Yes,134
47599,1343243,4208090296,Female,SC,No,134
47600,1343264,4201480358,Female,General,No,134
47601,1343268,4201010562,Female,SC,No,134
47602,1343295,4207010935,Female,OBC-(NCL) As Per Central List,No,134
47603,1343302,4201021043,Male,General,No,134
47604,1343421,4222010517,Female,OBC-(NCL) As Per Central List,No,134
47605,1343500,4219010626,Male,OBC-(NCL) As Per Central List,No,134
47606,1343543,4203020622,Female,ST,No,134
47607,1343560,4203010125,Female,OBC-(NCL) As Per Central List,No,134
47608,1343642,4205060533,Male,OBC-(NCL) As Per Central List,No,134
47609,1343666,4202040258,Female,Gen-EWS,No,134
47610,1343708,4201430451,Female,SC,No,134
47611,1343710,4206070285,Female,ST,No,134
47612,1343736,4206050350,Male,ST,No,134
47613,1343747,4206010333,Male,Gen-EWS,No,134
47614,1343763,4206030163,Male,OBC-(NCL) As Per Central List,No,134
47615,1343803,4220030156,Female,OBC-(NCL) As Per Central List,No,134
47616,1343877,4205030020,Female,OBC-(NCL) As Per Central List,No,134
47617,1343891,4219080130,Female,OBC-(NCL) As Per Central List,No,134
47618,1343939,4217010187,Female,General,No,134
47619,1343981,4207080012,Female,OBC-(NCL) As Per Central List,No,134
47620,1344046,4206010440,Male,ST,No,134
47621,1344052,4201030180,Female,SC,No,134
47622,1344086,4217050267,Female,OBC-(NCL) As Per Central List,No,134
47623,1344096,4213020005,Female,OBC-(NCL) As Per Central List,No,134
47624,1344099,4201320137,Female,General,No,134
47625,1344101,4221100256,Female,SC,No,134
47626,1344113,4222010182,Female,General,No,134
47627,1344162,4206020073,Female,General,No,134
47628,1344194,4202030264,Male,OBC-(NCL) As Per Central List,No,134
47629,1344200,4209020404,Female,General,No,134
47630,1344218,4207030509,Female,OBC-(NCL) As Per Central List,No,134
47631,1344246,4205040221,Female,OBC-(NCL) As Per Central List,No,134
47632,1344250,4207030355,Female,Gen-EWS,No,134
47633,1344270,4201140082,Female,General,No,134
47634,1344298,4221090228,Female,SC,No,134
47635,1344318,4221060315,Female,General,No,134
47636,1344334,4201080480,Male,OBC-(NCL) As Per Central List,No,134
47637,1344353,4219010084,Male,Gen-EWS,No,134
47638,1344395,4201180094,Female,SC,No,134
47639,1344427,4201100334,Female,OBC-(NCL) As Per Central List,No,134
47640,1344530,4221070231,Male,SC,No,134
47641,1344621,4201290469,Female,OBC-(NCL) As Per Central List,No,134
47642,1344633,4201200168,Female,Gen-EWS,No,134
47643,1344746,4208050462,Female,ST,No,134
47644,1344838,4209010632,Female,General,No,134
47645,1344903,1205090097,Female,OBC-(NCL) As Per Central List,No,134
47646,1344932,4201010134,Female,OBC-(NCL) As Per Central List,No,134
47647,1344973,4205090156,Female,ST,No,134
47648,1345042,4207020470,Female,OBC-(NCL) As Per Central List,No,134
47649,1345070,4209010155,Male,Gen-EWS,No,134
47650,1345192,4201070557,Female,Gen-EWS,No,134
47651,1345241,4201050351,Female,General,No,134
47652,1345251,1206070249,Female,SC,No,134
47653,1345423,4201031107,Female,ST,No,134
47654,1345517,4221060132,Female,OBC-(NCL) As Per Central List,No,134
47655,1345550,4205050496,Female,OBC-(NCL) As Per Central List,No,134
47656,1345577,4209010469,Female,General,No,134
47657,1345580,4215020333,Female,ST,No,134
47658,1345644,4214020070,Female,OBC-(NCL) As Per Central List,No,134
47659,1345655,4213010192,Female,OBC-(NCL) As Per Central List,No,134
47660,1345677,4201170307,Male,OBC-(NCL) As Per Central List,No,134
47661,1345682,4201090031,Female,Gen-EWS,No,134
47662,1345689,1202021047,Male,ST,No,134
47663,1345694,4201100176,Female,ST,No,134
47664,1345751,4201310280,Male,General,No,134
47665,1345767,4221010401,Female,OBC-(NCL) As Per Central List,No,134
47666,1345980,4203010527,Female,SC,No,134
47667,1345997,4208010608,Female,SC,No,134
47668,1346018,4209020131,Female,Gen-EWS,No,134
47669,1346098,4224010107,Female,OBC-(NCL) As Per Central List,No,134
47670,1346164,4205030073,Female,OBC-(NCL) As Per Central List,No,134
47671,1346237,4201330152,Female,OBC-(NCL) As Per Central List,No,134
47672,1346491,4223030057,Male,ST,Yes,134
47673,1346531,4212010121,Female,OBC-(NCL) As Per Central List,No,133
47674,1346543,4201140135,Female,SC,No,133
47675,1346547,4201160218,Female,SC,No,133
47676,1346549,4207040368,Female,OBC-(NCL) As Per Central List,No,133
47677,1346556,4207040253,Female,SC,No,133
47678,1346566,4202020431,Female,General,No,133
47679,1346582,4206030086,Female,OBC-(NCL) As Per Central List,No,133
47680,1346602,4201020487,Female,General,No,133
47681,1346608,4201031132,Female,OBC-(NCL) As Per Central List,No,133
47682,1346625,4217030065,Female,OBC-(NCL) As Per Central List,No,133
47683,1346631,4221020161,Male,OBC-(NCL) As Per Central List,No,133
47684,1346659,4202010747,Female,OBC-(NCL) As Per Central List,No,133
47685,1346693,4223010070,Female,SC,No,133
47686,1346717,4224030105,Male,OBC-(NCL) As Per Central List,No,133
47687,1346719,4201031077,Female,OBC-(NCL) As Per Central List,No,133
47688,1346774,4201390192,Male,General,No,133
47689,1346799,4201340104,Female,General,No,133
47690,1346819,4218020143,Female,OBC-(NCL) As Per Central List,No,133
47691,1346840,4201050702,Female,Gen-EWS,No,133
47692,1346845,4201080163,Female,OBC-(NCL) As Per Central List,No,133
47693,1346850,4206030284,Female,General,No,133
47694,1346887,4205040304,Male,SC,No,133
47695,1346894,4202050704,Female,OBC-(NCL) As Per Central List,No,133
47696,1346922,4201490065,Female,General,No,133
47697,1346925,4205030535,Female,ST,No,133
47698,1346941,4221090026,Female,OBC-(NCL) As Per Central List,No,133
47699,1346950,4207110080,Female,OBC-(NCL) As Per Central List,No,133
47700,1346962,4219100198,Female,OBC-(NCL) As Per Central List,No,133
47701,1346970,4206030181,Female,General,No,133
47702,1347027,4201050557,Male,Gen-EWS,No,133
47703,1347048,4201220175,Female,OBC-(NCL) As Per Central List,No,133
47704,1347063,4223010498,Female,SC,No,133
47705,1347073,4202010075,Male,OBC-(NCL) As Per Central List,No,133
47706,1347090,4207080215,Female,ST,No,133
47707,1347100,4201480075,Female,OBC-(NCL) As Per Central List,No,133
47708,1347171,4207040279,Female,General,No,133
47709,1347212,4201150238,Female,Gen-EWS,No,133
47710,1347225,4207030375,Male,OBC-(NCL) As Per Central List,No,133
47711,1347246,4220040293,Female,OBC-(NCL) As Per Central List,No,133
47712,1347259,4221030294,Female,SC,No,133
47713,1347267,4201410380,Female,Gen-EWS,No,133
47714,1347289,4219050244,Male,OBC-(NCL) As Per Central List,No,133
47715,1347296,4201400205,Female,General,No,133
47716,1347314,4205011106,Female,ST,No,133
47717,1347341,4201300098,Female,General,No,133
47718,1347371,4205050113,Female,ST,No,133
47719,1347421,4204040408,Male,OBC-(NCL) As Per Central List,No,133
47720,1347465,4216010353,Female,OBC-(NCL) As Per Central List,No,133
47721,1347516,4201300078,Female,OBC-(NCL) As Per Central List,No,133
47722,1347522,4201210298,Female,General,No,133
47723,1347548,4201230030,Female,ST,No,133
47724,1347563,4219060276,Female,OBC-(NCL) As Per Central List,No,133
47725,1347576,4201400353,Female,OBC-(NCL) As Per Central List,No,133
47726,1347597,4209010272,Male,OBC-(NCL) As Per Central List,No,133
47727,1347634,4201041039,Female,OBC-(NCL) As Per Central List,No,133
47728,1347693,4206050126,Female,OBC-(NCL) As Per Central List,No,133
47729,1347722,4203010325,Female,ST,No,133
47730,1347730,4201210037,Female,SC,No,133
47731,1347748,4201260097,Female,OBC-(NCL) As Per Central List,No,133
47732,1347772,4203030191,Male,ST,No,133
47733,1347801,4222010309,Female,SC,No,133
47734,1347805,4205010127,Female,OBC-(NCL) As Per Central List,No,133
47735,1347888,4208040172,Female,OBC-(NCL) As Per Central List,No,133
47736,1347912,4208060021,Female,OBC-(NCL) As Per Central List,No,133
47737,1347923,4201330365,Female,OBC-(NCL) As Per Central List,No,133
47738,1347933,4201100365,Female,SC,No,133
47739,1347986,4204010119,Female,Gen-EWS,No,133
47740,1348033,4203040136,Female,General,No,133
47741,1348054,4219090074,Female,OBC-(NCL) As Per Central List,No,133
47742,1348062,4201050917,Male,OBC-(NCL) As Per Central List,No,133
47743,1348066,4201110335,Female,OBC-(NCL) As Per Central List,No,133
47744,1348073,4205010634,Male,ST,No,133
47745,1348078,4215010633,Female,General,No,133
47746,1348103,4202050198,Female,OBC-(NCL) As Per Central List,No,133
47747,1348131,4205020255,Female,SC,No,133
47748,1348145,4222010180,Male,OBC-(NCL) As Per Central List,No,133
47749,1348146,4205030506,Female,OBC-(NCL) As Per Central List,No,133
47750,1348234,4211010254,Female,General,No,133
47751,1348249,4221080060,Female,Gen-EWS,No,133
47752,1348286,4209030430,Male,OBC-(NCL) As Per Central List,No,133
47753,1348318,4201450141,Female,ST,No,133
47754,1348331,4201080004,Female,OBC-(NCL) As Per Central List,No,133
47755,1348376,4207070116,Female,SC,No,133
47756,1348408,4224030218,Female,OBC-(NCL) As Per Central List,No,133
47757,1348442,4206010624,Male,OBC-(NCL) As Per Central List,No,133
47758,1348447,4201320062,Male,OBC-(NCL) As Per Central List,No,133
47759,1348489,4201420447,Female,SC,No,133
47760,1348519,4201290638,Female,General,No,133
47761,1348539,4202050648,Female,OBC-(NCL) As Per Central List,No,133
47762,1348546,4201271008,Male,General,No,133
47763,1348591,4201410090,Female,General,No,133
47764,1348641,4204030197,Female,SC,No,133
47765,1348642,4201420391,Female,General,No,133
47766,1348662,4208010493,Female,OBC-(NCL) As Per Central List,No,133
47767,1348680,4207020019,Female,SC,No,133
47768,1348704,4207020674,Female,OBC-(NCL) As Per Central List,No,133
47769,1348736,4208090087,Female,OBC-(NCL) As Per Central List,No,133
47770,1348789,4201230229,Female,OBC-(NCL) As Per Central List,No,133
47771,1348794,4205010741,Female,SC,No,133
47772,1348839,4221090196,Female,OBC-(NCL) As Per Central List,No,133
47773,1348898,4208050380,Male,ST,No,133
47774,1348979,4219010448,Female,SC,No,133
47775,1348989,4223010506,Male,Gen-EWS,No,133
47776,1349040,4201300507,Female,General,No,133
47777,1349104,4201400211,Female,Gen-EWS,No,133
47778,1349105,4201040528,Male,Gen-EWS,No,133
47779,1349129,4201040563,Female,SC,No,133
47780,1349154,4208010688,Male,SC,No,133
47781,1349172,4220020057,Male,Gen-EWS,No,133
47782,1349201,4210010093,Female,OBC-(NCL) As Per Central List,No,133
47783,1349237,4202030661,Female,OBC-(NCL) As Per Central List,No,133
47784,1349260,4214010286,Female,SC,No,133
47785,1349281,4206020345,Male,OBC-(NCL) As Per Central List,No,133
47786,1349295,4201350034,Male,OBC-(NCL) As Per Central List,No,133
47787,1349355,4215010554,Female,SC,No,133
47788,1349381,4202030646,Female,OBC-(NCL) As Per Central List,No,133
47789,1349386,4220070032,Male,Gen-EWS,No,133
47790,1349400,4207080068,Female,SC,No,133
47791,1349416,4201040984,Male,OBC-(NCL) As Per Central List,No,133
47792,1349539,4201020036,Female,General,No,133
47793,1349550,4217010125,Female,SC,No,133
47794,1349558,4203030352,Female,SC,No,133
47795,1349582,4221100188,Female,SC,No,133
47796,1349587,4208030338,Female,OBC-(NCL) As Per Central List,No,133
47797,1349599,4208080250,Male,OBC-(NCL) As Per Central List,No,133
47798,1349657,4219040175,Female,Gen-EWS,No,133
47799,1349710,4220030044,Female,General,No,133
47800,1349720,4201320494,Female,OBC-(NCL) As Per Central List,No,133
47801,1349752,4201100356,Female,OBC-(NCL) As Per Central List,No,133
47802,1349756,4217020041,Female,OBC-(NCL) As Per Central List,No,133
47803,1349766,4219040300,Female,OBC-(NCL) As Per Central List,No,133
47804,1349836,4201010616,Female,OBC-(NCL) As Per Central List,No,133
